id;Source;GENDER;COUNTRY;COUNTRYTIME;NATION;TEAM;TEAMNATIONS;VTEAM[SQ001];VTEAM[SQ002];VTEAM[SQ003];VTEAM[SQ004];VTEAM[SQ005];VTEAM[SQ006];ROLE;ROLE[comment];CUSTOMERS;VALUESM[SQ001];VALUESM[SQ002];VALUESM[SQ003];VALUESM[SQ004];VALUESM[SQ005];VALUESM[SQ006];VALUESM[SQ007];VALUESM[SQ008];VALUESM[SQ009];VALUESM[SQ010];VALUESM[SQ011];VALUESM[SQ012];VALUESM[SQ013];VALUESM[SQ014];VALUESM[SQ015];VALUESM[SQ016];VALUESM[SQ017];VALUESM[SQ018];VALUESM[SQ019];VALUESM[SQ020];VALUESM[SQ021];VALUESM[SQ022];VALUESM[SQ023];VALUESM[SQ024];VALUESM[SQ025];VALUESM[SQ026];VALUESM[SQ027];VALUESM[SQ028];VALUESM[SQ029];VALUESM[SQ030];VALUESM[SQ031];VALUESM[SQ032];VALUESM[SQ033];VALUESM[SQ034];VALUESM[SQ035];VALUESM[SQ036];VALUESM[SQ037];VALUESM[SQ038];VALUESM[SQ039];VALUESM[SQ040];VALUESM[SQ041];VALUESM[SQ042];VALUESM[SQ043];VALUESM[SQ044];VALUESM[SQ045];VALUESM[SQ046];VALUESM[SQ047];VALUESM[SQ048];VALUESM[SQ049];VALUESM[SQ050];VALUESM[SQ051];VALUESM[SQ052];VALUESM[SQ053];VALUESM[SQ054];VALUESM[SQ055];VALUESM[SQ056];VALUESM[SQ057];VALUESF[SQ001];VALUESF[SQ002];VALUESF[SQ003];VALUESF[SQ004];VALUESF[SQ005];VALUESF[SQ006];VALUESF[SQ007];VALUESF[SQ008];VALUESF[SQ009];VALUESF[SQ010];VALUESF[SQ011];VALUESF[SQ012];VALUESF[SQ013];VALUESF[SQ014];VALUESF[SQ015];VALUESF[SQ016];VALUESF[SQ017];VALUESF[SQ018];VALUESF[SQ019];VALUESF[SQ020];VALUESF[SQ021];VALUESF[SQ022];VALUESF[SQ023];VALUESF[SQ024];VALUESF[SQ025];VALUESF[SQ026];VALUESF[SQ027];VALUESF[SQ028];VALUESF[SQ029];VALUESF[SQ030];VALUESF[SQ031];VALUESF[SQ032];VALUESF[SQ033];VALUESF[SQ034];VALUESF[SQ035];VALUESF[SQ036];VALUESF[SQ037];VALUESF[SQ038];VALUESF[SQ039];VALUESF[SQ040];VALUESF[SQ041];VALUESF[SQ042];VALUESF[SQ043];VALUESF[SQ044];VALUESF[SQ045];VALUESF[SQ046];VALUESF[SQ047];VALUESF[SQ048];VALUESF[SQ049];VALUESF[SQ050];VALUESF[SQ051];VALUESF[SQ052];VALUESF[SQ053];VALUESF[SQ054];VALUESF[SQ055];VALUESF[SQ056];VALUESF[SQ057];FREQTEAM[SQ001];FREQTEAM[SQ002];FREQTEAM[SQ003];FREQTEAM[SQ004];FREQTEAM[SQ005];FREQTEAM[SQ006];FREQTEAM[SQ007];FREQTEAM[SQ008];FREQTEAM[SQ009];FREQTEAM[SQ010];FREQTEAM[SQ011];FREQTEAM[SQ012];FREQTEAM[SQ013];FREQTEAM[SQ014];FREQTEAM[SQ015];FREQTEAM[SQ016];FREQTEAM[SQ017];FREQTEAM[SQ018];FREQTEAM[SQ019];FREQTEAM[SQ020];FREQTEAM[SQ021];FREQTEAM[SQ022];FREQTEAM[SQ023];FREQTEAM[SQ024];FREQTEAM[SQ025];FREQTEAM[SQ026];FREQTEAM[SQ027];FREQTEAM[SQ028];FREQTEAM[SQ029];FREQTEAM[SQ030];FREQTEAM[SQ031];FREQTEAM[SQ032];FREQTEAM[SQ033];FREQCLIENT[SQ001];FREQCLIENT[SQ002];FREQCLIENT[SQ003];FREQCLIENT[SQ004];FREQCLIENT[SQ005];FREQCLIENT[SQ006];FREQCLIENT[SQ007];FREQCLIENT[SQ008];FREQCLIENT[SQ009];FREQCLIENT[SQ010];FREQCLIENT[SQ011];FREQCLIENT[SQ012];FREQCLIENT[SQ013];FREQCLIENT[SQ014];FREQCLIENT[SQ015];FREQCLIENT[SQ016];FREQCLIENT[SQ017];FREQCLIENT[SQ018];FREQCLIENT[SQ019];FREQCLIENT[SQ020];FREQCLIENT[SQ021];FREQCLIENT[SQ022];FREQCLIENT[SQ023];FREQCLIENT[SQ024];FREQCLIENT[SQ025];FREQCLIENT[SQ026];FREQCLIENT[SQ027];TEAMCRIT[SQ001];TEAMCRIT[SQ002];TEAMCRIT[SQ003];TEAMCRIT[SQ004];TEAMCRIT[SQ005];TEAMCRIT[SQ006];TEAMCRIT[SQ007];TEAMCRIT[SQ008];TEAMCRIT[SQ009];TEAMCRIT[SQ010];TEAMCRIT[SQ011];TEAMCRIT[SQ012];TEAMCRIT[SQ013];TEAMCRIT[SQ014];TEAMCRIT[SQ015];TEAMCRIT[SQ016];TEAMCRIT[SQ017];TEAMCRIT[SQ018];TEAMCRIT[SQ019];TEAMCRIT[SQ020];TEAMCRIT[SQ021];TEAMCRIT[SQ022];TEAMCRIT[SQ023];TEAMCRIT[SQ024];TEAMCRIT[SQ025];TEAMCRIT[SQ026];TEAMCRIT[SQ027];TEAMCRIT[SQ028];TEAMCRIT[SQ029];TEAMCRIT[SQ030];TEAMCRIT[SQ031];TEAMCRIT[SQ032];TEAMCRIT[SQ033];CLIENTCRIT[SQ001];CLIENTCRIT[SQ002];CLIENTCRIT[SQ003];CLIENTCRIT[SQ004];CLIENTCRIT[SQ005];CLIENTCRIT[SQ006];CLIENTCRIT[SQ007];CLIENTCRIT[SQ008];CLIENTCRIT[SQ009];CLIENTCRIT[SQ010];CLIENTCRIT[SQ011];CLIENTCRIT[SQ012];CLIENTCRIT[SQ013];CLIENTCRIT[SQ014];CLIENTCRIT[SQ015];CLIENTCRIT[SQ016];CLIENTCRIT[SQ017];CLIENTCRIT[SQ018];CLIENTCRIT[SQ019];CLIENTCRIT[SQ020];CLIENTCRIT[SQ021];CLIENTCRIT[SQ022];CLIENTCRIT[SQ023];CLIENTCRIT[SQ024];CLIENTCRIT[SQ025];CLIENTCRIT[SQ026];CLIENTCRIT[SQ027];MITIGATIONS[SQ001];MITIGATIONS[SQ002];MITIGATIONS[SQ003];MITIGATIONS[SQ004];MITIGATIONS[SQ005];MITIGATIONS[SQ006];MITIGATIONS[SQ007];MITIGATIONS[SQ008];MITIGATIONS[SQ009];MITIGATIONS[SQ010];MITIGATIONS[SQ011];MITIGATIONS[SQ012];MITIGATIONS[SQ013];MITIGATIONS[SQ014];MITIGATIONS[SQ015];MITIGATIONS[SQ016];MITIGATIONS[SQ017];MITIGATIONS[SQ018];MITIGATIONS[SQ019];MITIGATIONS[SQ020];MITIGATIONS[SQ021];MITIGATIONS[SQ022];MITIGATIONS[SQ023];MITIGATIONS[SQ024];MITIGATIONS[SQ025];MITIGATIONS[SQ026];MITIGATIONS[SQ027];MITIGATIONS[SQ028];MITIGATIONS[SQ029];MITIGATIONS[SQ030];MITIGATIONS[SQ031];MITIGATIONS[SQ032];MITIGATIONS[SQ033];MITIMEASURES[SQ001];MITIMEASURES[SQ002];MITIMEASURES[SQ003];MITIMEASURES[SQ004];MITIMEASURES[SQ005];MITIMEASURES[SQ006];MITIMEASURES[SQ007];MITIMEASURES[SQ008];MITIMEASURES[SQ009];MITIMEASURES[SQ010];MITIMEASURES[SQ011];MITIMEASURES[SQ012];MITIMEASURES[SQ013];MITIMEASURES[SQ014];MITIMEASURES[SQ015];MITIMEASURES[SQ016];MITIMEASURES[SQ017];MITIMEASURES[SQ018];MITIMEASURES[SQ019];MITIMEASURES[SQ020];MITIMEASURES[SQ021];MITIMEASURES[SQ022];MITIMEASURES[SQ023];MITIMEASURES[SQ024];MITIMEASURES[SQ025];MITIMEASURES[SQ026];MITIMEASURES[SQ027];MITIMEASURES[SQ028];MITIMEASURES[SQ029];MITIMEASURES[SQ030];MITIMEASURES[SQ031];MITIMEASURES[SQ032];MITIMEASURES[SQ033];ADDTEAM;ADDCLIENT;FEEDBACK;
34;External;Him/He;D;12;D;10;EU;No;No;Yes;Yes;Yes;Yes;Architect;;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;External;Him/He;Germany ;20;German;20;German, Bosnia, Belarus;No;No;No;No;Yes;Yes;Developer;;Yes;Very much like me;Very much like me;Like me;Like me;Very much like me;Somewhat like me;Like me;Like me;Somewhat like me;A little like me;Somewhat like me;Not like me;Not like me;Somewhat like me;A little like me;Somewhat like me;Like me;Somewhat like me;Like me;Not like me at all;Somewhat like me;A little like me;Like me;Not like me;Somewhat like me;Somewhat like me;Somewhat like me;Not like me;Not like me at all;Not like me;Like me;Somewhat like me;Somewhat like me;Like me;Somewhat like me;Somewhat like me;Somewhat like me;Somewhat like me;Somewhat like me;A little like me;Somewhat like me;Like me;A little like me;Not like me at all;Very much like me;Not like me;Somewhat like me;Not like me;Very much like me;A little like me;Very much like me;Like me;A little like me;Like me;Very much like me;Like me;Like me;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sometimes;Rarely;Never;Sometimes;Sometimes;Sometimes;Rarely;Never;Never;Never;Rarely;Never;Never;Never;Sometimes;Never;Rarely;Very often;Often;Sometimes;Rarely;Never;Never;Never;Never;Never;Never;Never;Never;Never;Rarely;Rarely;Rarely;Sometimes;Often;Never;Never;Never;Sometimes;Rarely;Never;Never;Never;Never;Never;Rarely;Never;Never;Rarely;Rarely;Rarely;Never;Rarely;Rarely;Rarely;Never;Rarely;Never;Never;Never;Not problematic;Not problematic;Not problematic;Not problematic;Not problematic;Not problematic;Not problematic;Little problematic;;Not problematic;Little problematic;Little problematic;Not problematic;Not problematic;Not problematic;Not problematic;Not problematic;Problematic;Little problematic;Little problematic;Not problematic;Not problematic;Not problematic;Not problematic;Not problematic;Not problematic;Not problematic;Not problematic;Not problematic;Not problematic;Not problematic;Not problematic;Not problematic;Not problematic;Not problematic;Not problematic;Not problematic;Not problematic;Not problematic;Not problematic;Little problematic;Not problematic;Not problematic;Not problematic;Not problematic;Not problematic;Not problematic;Not problematic;Not problematic;Not problematic;Not problematic;Not problematic;Little problematic;Not problematic;Not problematic;Little problematic;Not problematic;;Not problematic;Not problematic;No;No;No;No;No;No;No;No;No;No;No;No;;No;;Yes;No;No;No;No;No;No;No;No;No;;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38;External;Her/She;Germany;1.5;German;18;;No;No;No;Yes;Yes;No;Product Owner;;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39;External;Him/He;Germany;2;German;4;German, Macedonian;No;Yes;Yes;Yes;Yes;No;Developer;;Yes;Like me;Very much like me;Very much like me;Like me;Very much like me;Like me;Like me;Like me;Like me;A little like me;Like me;Not like me;Very much like me;Very much like me;Somewhat like me;Very much like me;Somewhat like me;Not like me;Like me;Somewhat like me;A little like me;Somewhat like me;Like me;Like me;Like me;Very much like me;Very much like me;Not like me;Not like me;Like me;Somewhat like me;A little like me;Not like me;Very much like me;A little like me;Like me;Very much like me;Very much like me;Somewhat like me;Not like me at all;Not like me;Not like me;A little like me;Not like me at all;Like me;Somewhat like me;Somewhat like me;A little like me;Like me;A little like me;Somewhat like me;Very much like me;Somewhat like me;Like me;Like me;Like me;Like me;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sometimes;Rarely;Rarely;Often;;Rarely;Sometimes;Sometimes;Rarely;Rarely;Sometimes;Rarely;Often;Rarely;Rarely;Sometimes;Rarely;Sometimes;Rarely;Sometimes;Sometimes;Never;Never;Never;Sometimes;Rarely;Rarely;Never;Never;Rarely;Rarely;Rarely;Never;Sometimes;Often;Never;Sometimes;Often;Rarely;Sometimes;Often;Sometimes;Rarely;Rarely;Rarely;Rarely;Sometimes;Sometimes;;Never;Rarely;Sometimes;Sometimes;Rarely;Rarely;Sometimes;Rarely;Rarely;Never;;Little problematic;Little problematic;Not problematic;Little problematic;;Not problematic;Little problematic;Not problematic;Not problematic;Not problematic;Little problematic;Little problematic;Problematic;Not problematic;Not problematic;Little problematic;Not problematic;Little problematic;Not problematic;Little problematic;Not problematic;Not problematic;Not problematic;Not problematic;Little problematic;Not problematic;Not problematic;Not problematic;Not problematic;Little problematic;Not problematic;Not problematic;Not problematic;Little problematic;Problematic;Not problematic;Little problematic;Problematic;Not problematic;Not problematic;Problematic;Little problematic;Little problematic;Not problematic;Not problematic;Not problematic;Problematic;Not problematic;;Not problematic;Not problematic;Little problematic;Problematic;Not problematic;Not problematic;Problematic;Little problematic;Not problematic;Not problematic;Not problematic;Yes;No;No;No;I don't know;Yes;No;No;No;No;No;No;Yes;Yes;No;No;No;Yes;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;No;No;
42;External;Him/He;Germany;1;German;5;German, Indian, Luxemburg;No;No;Yes;No;Yes;No;Developer;;No;Like me;Very much like me;Like me;Somewhat like me;Like me;Very much like me;Somewhat like me;Like me;Somewhat like me;Very much like me;Very much like me;Like me;Like me;Like me;Somewhat like me;Very much like me;Very much like me;A little like me;Very much like me;Like me;Somewhat like me;Like me;Very much like me;Like me;Very much like me;Like me;Very much like me;A little like me;Very much like me;Like me;Somewhat like me;Like me;Not like me at all;Very much like me;Somewhat like me;A little like me;Like me;Like me;Like me;Somewhat like me;Very much like me;Like me;Like me;Not like me at all;Somewhat like me;Somewhat like me;Like me;Somewhat like me;Like me;Somewhat like me;Somewhat like me;Like me;Somewhat like me;A little like me;Like me;Like me;Somewhat like me;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Often;Never;Rarely;Very often;;Rarely;Sometimes;Rarely;Rarely;Rarely;Sometimes;Rarely;Often;Sometimes;Rarely;Often;Sometimes;Often;Often;Often;Sometimes;Rarely;Never;Never;Sometimes;Never;Never;Never;Rarely;Sometimes;Rarely;Rarely;Rarely;;;;;;;;;;;;;;;;;;;;;;;;;;;;Problematic;Little problematic;Not problematic;Highly problematic;Problematic;Little problematic;Problematic;Not problematic;Not problematic;Not problematic;Problematic;Highly problematic;Problematic;Little problematic;Not problematic;Little problematic;Problematic;Little problematic;Highly problematic;Highly problematic;Little problematic;Little problematic;Not problematic;Not problematic;Highly problematic;Not problematic;Not problematic;Not problematic;Not problematic;Little problematic;Not problematic;Not problematic;Not problematic;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;No;No;No;No;No;No;Yes;No;No;No;Yes;No;No;Yes;No;No;No;Yes;Yes;No;Yes;Yes;;No;;;;;No;No;Yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;No;No;;
45;External;Him/He;Russia;4;Russian;15;Russian;No;No;No;No;No;No;Developer;;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47;External;Him/He;India ;5;Indian ;50;China, India, Indonesia ;No;Yes;Yes;Yes;Yes;No;Test Manager / Tester;;Yes;Like me;Very much like me;Very much like me;A little like me;Very much like me;Somewhat like me;Somewhat like me;Very much like me;Very much like me;Somewhat like me;Very much like me;Very much like me;Very much like me;Somewhat like me;A little like me;Very much like me;Very much like me;Very much like me;A little like me;Like me;A little like me;Like me;Like me;Like me;Like me;Somewhat like me;A little like me;Like me;Like me;Very much like me;Very much like me;Like me;Somewhat like me;Very much like me;Like me;A little like me;Not like me at all;Very much like me;Very much like me;Somewhat like me;Not like me at all;Not like me;Not like me;A little like me;Like me;Very much like me;Not like me;Somewhat like me;A little like me;Very much like me;Very much like me;Very much like me;Not like me;Not like me;Very much like me;Like me;Somewhat like me;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53;External;Him/He;Spain;Less than 1;Spain;6;Spain, Argentine;No;Yes;Yes;Yes;No;No;Developer;;No;Not like me;Very much like me;Like me;Very much like me;Like me;Very much like me;Like me;Somewhat like me;Very much like me;Very much like me;Very much like me;Like me;Very much like me;Very much like me;Somewhat like me;Somewhat like me;Like me;Not like me;Not like me;Not like me at all;Not like me;Like me;Like me;Like me;Very much like me;Very much like me;Like me;Not like me at all;Like me;Not like me at all;Like me;Very much like me;A little like me;Like me;Like me;Very much like me;Somewhat like me;Very much like me;A little like me;Like me;Somewhat like me;Like me;A little like me;Not like me at all;Somewhat like me;Somewhat like me;Very much like me;Like me;Like me;Very much like me;Like me;Like me;Very much like me;Like me;Like me;Somewhat like me;Like me;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;External;Him/He;Australia;4;Australian, English;4;Australian, English;No;No;No;No;No;No;Developer;;Yes;Like me;Like me;Like me;Very much like me;Somewhat like me;Like me;Very much like me;Like me;A little like me;Not like me;Like me;Like me;Like me;Very much like me;Very much like me;Very much like me;Very much like me;Somewhat like me;Very much like me;Somewhat like me;A little like me;Somewhat like me;Like me;Somewhat like me;Like me;Somewhat like me;Very much like me;A little like me;Somewhat like me;A little like me;Very much like me;Very much like me;A little like me;Like me;A little like me;Like me;A little like me;A little like me;Like me;A little like me;A little like me;Very much like me;A little like me;Not like me;A little like me;Somewhat like me;A little like me;Very much like me;A little like me;A little like me;Somewhat like me;Somewhat like me;A little like me;Somewhat like me;Like me;Very much like me;Somewhat like me;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sometimes;Never;Rarely;Sometimes;Often;Sometimes;Sometimes;Sometimes;Rarely;Rarely;Rarely;Rarely;Sometimes;Sometimes;Rarely;Rarely;Sometimes;Often;Sometimes;Sometimes;Often;Often;Never;Never;Sometimes;Sometimes;Often;Never;Never;Sometimes;Sometimes;Often;Sometimes;Sometimes;Often;Sometimes;Often;Often;Rarely;Sometimes;Sometimes;Rarely;Often;Sometimes;Rarely;Sometimes;Sometimes;Sometimes;Sometimes;Rarely;Rarely;Never;Often;;;Often;Sometimes;Rarely;Sometimes;Sometimes;Not problematic;;Not problematic;Not problematic;Not problematic;Not problematic;Problematic;Not problematic;Not problematic;Not problematic;Not problematic;Not problematic;Not problematic;Not problematic;Not problematic;Not problematic;Not problematic;Not problematic;Not problematic;Not problematic;Not problematic;Not problematic;;;Problematic;Not problematic;Not problematic;;;Not problematic;Not problematic;Not problematic;Not problematic;Problematic;Little problematic;Not problematic;Not problematic;Not problematic;Not problematic;Not problematic;Not problematic;Not problematic;Not problematic;Not problematic;Not problematic;Not problematic;Not problematic;Not problematic;Not problematic;Not problematic;Not problematic;;Not problematic;;;Little problematic;Not problematic;Not problematic;Not problematic;Not problematic;Yes;Yes;Yes;No;No;No;No;Yes;No;No;No;No;No;No;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;part of the hiring process;parr of the hiring process;part of the hiring process;;;;;ticketed work with priorities and sprints;;;;;;;ticketed work with priorities and sprints;part of the hiring process;;;;;;;;;;;;;;;;;;;;"One of the questions is just the answer text pasted in, with no options available to answer. ""Respect towards X from Y"" questions appear in the survey and are presented as problems but these are positive things in my mind";
55;External;Him/He;Ukraine;6;Ukrainian;12;Ukrainian, Russian;No;No;No;Yes;Yes;No;Project Lead / Project Manager;;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58;External;Him/He;India;2;Indian ;15;Indians ;Yes;Yes;Yes;Yes;Yes;Yes;Product Manager;;Yes;Very much like me;Very much like me;Like me;Somewhat like me;Very much like me;Very much like me;Like me;Very much like me;Like me;Very much like me;Like me;Very much like me;Very much like me;Very much like me;Like me;Like me;Like me;Very much like me;Like me;Very much like me;Like me;Like me;Like me;Very much like me;Like me;Like me;Somewhat like me;Somewhat like me;Very much like me;Very much like me;Very much like me;Very much like me;Like me;Like me;A little like me;Very much like me;Very much like me;Like me;Like me;Somewhat like me;A little like me;Like me;Somewhat like me;Like me;Very much like me;Like me;Somewhat like me;Somewhat like me;Somewhat like me;Like me;Very much like me;Like me;Very much like me;Very much like me;Like me;Very much like me;Somewhat like me;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;External;Him/He;Sweden;4;Swedish;30;Swedish, Brittish, Spanish, Indian, Danish, Norwegian;No;No;No;No;Yes;Yes;Test Manager / Tester;;No;Like me;Like me;Very much like me;Somewhat like me;Like me;Somewhat like me;Like me;Like me;A little like me;A little like me;Like me;Somewhat like me;Like me;Like me;A little like me;Like me;Like me;Not like me;Somewhat like me;A little like me;A little like me;Somewhat like me;Somewhat like me;Somewhat like me;Like me;Like me;Like me;Somewhat like me;A little like me;Somewhat like me;A little like me;Somewhat like me;Not like me at all;Very much like me;Somewhat like me;Very much like me;Like me;Like me;Like me;Not like me;A little like me;Not like me;Somewhat like me;A little like me;Somewhat like me;Like me;Like me;Like me;Not like me;A little like me;Like me;Like me;Not like me;Somewhat like me;Very much like me;Very much like me;Like me;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Rarely;Rarely;Sometimes;Sometimes;Often;Rarely;Sometimes;Sometimes;Rarely;Rarely;Rarely;Rarely;Sometimes;Rarely;Sometimes;Rarely;Often;Often;Sometimes;Sometimes;Rarely;Never;Never;Never;Rarely;Rarely;Rarely;Never;Rarely;Sometimes;Rarely;Sometimes;Sometimes;;;;;;;;;;;;;;;;;;;;;;;;;;;;Little problematic;Little problematic;Highly problematic;Problematic;Little problematic;Problematic;Highly problematic;Problematic;Little problematic;Little problematic;Little problematic;Highly problematic;Problematic;Little problematic;Little problematic;Problematic;Problematic;Little problematic;Highly problematic;Highly problematic;Not problematic;;;;Little problematic;Little problematic;Problematic;;Not problematic;Little problematic;Little problematic;Problematic;Little problematic;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;No;No;No;Yes;No;Yes;Yes;Yes;Yes;No;No;No;No;Yes;Yes;No;No;No;Yes;Yes;Yes;No;Yes;No;No;No;No;No;No;No;Company wide introduction plans. ;Possibility to change teams, roles, etc as seen fit to your qualifications. ;Possible to spend time on teamwork building tasks.;;;;Yearly bonus, a set budget for education, large possibilites for changing teams.;;Tutorials, guides and walkthroughs are constantly held for new software.;Tutorials, guides and walkthroughs are constantly held for new infrastructure.;Tutorials, guides and walkthroughs are constantly held for new processes.;Lots of time available to spend on teamworking and collaboration practices.;;;;;Teams consisting of managers/leads in certain areas that act as guards for the different teams. ;Specific requirements on how to write documentation, and specific people in roles that are designated to write documentation.;;;;Company wide HR-plans for any sort of social issues. ;Company wide HR-plans for any sort of social issues. ;Company wide HR-plans for any sort of social issues. ;;Plenty of room for discussion, code reviews, code talks etc. ;;;;;;;;Conflict of interest happens fairly regularly between testers and developers, especially with new or senior developers. ;My team doesn't interact with clients really. ;;
